;;с 01,06,2019;
;RU PUR DENTALIFE Single;;
;12366294;DENTALIFE SMALL Single 16x16.4g RU;38,2536
;12366293;DENTALIFE MEDIUM Single 14x23g RU;38,2536
;12366292;DENTALIFE LARGE Single 12x35.5g RU;38,2536
;RU PUR DENTALIFE Standard;;0
;12365699;DENTALIFE SMALL 5x115g RU;139,3524
;12365750;DENTALIFE MEDIUM 5x115g RU;139,3524
;12365753;DENTALIFE LARGE 5x142g RU;139,3524
;PRO PLAN;;0
;RU PUR Dog Snacks;;0
;12353783;PROPLAN DENTAL PRO BAR д мелкпор 6x150г;232,254
12381634;12123763;PRPN DENTAL PROBAR Д/СД/ЗдорПолРта6x150г;218,70585
;RU PUR ProPlan Dog Biscuit 400g;;0
;12333256;PRO PLAN LIGHT Dog Biscuit BiEx4x400g RU;301,2471
;12333257;PROPLAN ADL DogBsct BiEx Smn&Ri 4x400gRU;301,2471
;12333276;PRO PLAN ADL DogBsctBiEx Lmb&Ri 4x400gRU;301,2471
;CAT CHOW;;0
;RU PUR Cat Chow 1.5kg - 2kg ;;0
;12123730;CAT CHOW проф/ком/шерсти Д.Птица 8х1.5кг;499,3461
;12309221;CAT CHOW Д/ВзрКош Утка 8x1.5kg N1 RU;399,47688
;12309194;CAT CHOW Д/ВзрКош Птица 8x1.5kg N1 RU;399,47688
;12309195;CAT CHOW для котят Птица 8x1.5kg N1 RU;439,43823
;12123733;CAT CHOW  SENSITIVE Д/КошСЧувПищ 8x1.5кг;499,3461
;12212308;CAT CHOW FELINE 3IN1 PoulTrky 8x1.5kg RU;499,3461
;12123730;CAT CHOW HRBLCTRL сух д/к 8x1.5кг N1 RU;499,3461
;12123732;CAT CHOW STERILISED Poultry 8x1.5kg N1RU;499,3461
;12123731;CAT CHOW UTH ЗдорМочП вз/кош 8x1.5kgN1RU;499,3461
;RU PUR Cat Chow 15kg;;0
;12147110;C CHOW HRBLCTRL КонтрКомк вз/к 15kg N1RU;4452,49134
;12212334;CAT CHOW FELINE 3IN1 д/кошек 15 кг RU;4452,49134
;12118695;CAT CHOW KITTEN Д/Котят 15кг N1;3944,208015
;12147057;CAT CHOW SENSITIVE д/кош ЧувстПищ 15кгRU;4452,49134
;12147058;CAT CHOW STRLS  сух д/кош15кгN2 RU;4452,49134
;12309182;CAT CHOW Д/ВзрКош Птица 15kg N1 RU;3574,491525
;12309193;CAT CHOW Д/ВзрКош Утка 15kg N1 RU;3574,491525
;12147059;CAT CHOW UTH ЗдорМочП вз/кош 15кг N1 RU;4452,49134
;RU PUR Cat Chow 400g;;0
;12267406;CAT CHOW SENSITIVE д/чувст 8x400g RU ;150,703245
;12267405;CAT CHOW STERILISED д/стерл 8x400г RU;150,703245
;12292070;CAT CHOW ADULT Duck 8x400g RU ;120,897315
;12292072;CAT CHOW ADULT Poultry 8x400g RU;120,897315
;12267404;CAT CHOW UTH д/моч 8x400г RU;150,703245
;RU PUR Cat Chow 7kg;;0
;12392566;CAT CHOW ADULT Птица 7kg RU;1734,819285
;12392569;CAT CHOW UTH Птица 7кгRU;2160,946327
;12392580;CAT CHOW SENSITIVE ПтицаЛосось 7кг RU;2160,946327
;12392564;CAT CHOW KITTEN Птица 7кг RU;1914,254603
;12392568;CAT CHOW HAIRBALL CONTROL Птица 7кг RU;2160,946327
;12392565;CAT CHOW ADULT Утка 7кг RU;1734,819285
;12392567;CAT CHOW FELINE 3IN1 ПтицаИндейка7кг RU;2160,946327
;12392545;CAT CHOW STERILISED Птица 7кг RU;2160,946327
;RU PUR Cat Chow Wet 85g;;0
;12349677;CAT CHOW ADULT GiJ Bf&Abg 24x85g RU;26,39043
;12349810;CAT CHOW ADULT GiJ Chkn&Crgt 24x85g RU;26,39043
анологи;12349769;CAT CHOW ADULT GiJ Lmb&Grnb 24x85g RU;26,39043
;12349811;CAT CHOW ADULT GiJ Smn&GrnB 24x85g RU;26,39043
;12349811;CAT CHOW в/ВзрКош Лосось и ЗелФас 24х85;26,39043
;12349389;CAT CHOW Д/Котят ГвЖ Инд&Каб 24x85g XE;26,39043
;PRO PLAN;;0
;RU PUR Pro Plan Dry Cat 1.5kg;;0
12369534;12172066;PRO PLAN ADULT Cat Д/Кош Курица 6x1.5кг;894,029895
;12172062;PRO PLAN ADULT Cat Д/Кош Лосось 6x1.5кг;894,029895
;12369073;PRO PLAN Cat д/стерилиз Индейка 6x1.5кг;996,358275
12335891;12172067;PRO PLAN DELICATE Д/К СЧувПищ Инд6x1.5кг;996,358275
;12172040;PRO PLAN HOUSECAT Д/ДомКош Курица6x1.5кг;996,358275
12171548;12335890;PRO PLAN JUNIOR Cat Д/КотятКурица6x1.5кг ;949,87332
12381692;12066154;PRO PLAN LIGHT Д/К Индейка Рис 6x1.5кг ;996,358275
12335892;12293286;PRO PLAN Cat д/котят чув пищев инд 6x1.5;949,87332
12381722;12263291;PRO PLAN д/стеркош стар7+ инд 6x1.5кг XE;996,358275
;12370359;PRO PLANCat Стерил орг/чув Лосось6х1.5кг;1044,25497
12335848, 12381665;12171883;PRPN STERILISED Cat Д/СтерК Крол 6x1.5кг ;996,358275
12335905,12;12171884;PRPN STERILISED Cat Д/СтерК Лос 6x1.5кг;996,358275
;12229452;PRO PLAN DENTAL PLUS д/кош Куриц 6x1.5кг XE;996,358275
;12350497;PRO PLAN д/кош чув пищев Ягненок 6x1.5кг;996,358275
;12370474;PRO PLAN Cat Стерил чув пищ Кур 6х1.5кг;1044,25497
;12371026;PRO PLAN Cat Элегант д\шер Лосось6х1.5кг;996,358275
;12381723;PRO PLAN Cat д/взр 7+ Лосось 6х1.5кг RU;996,358275
;12381724;PRO PLAN Cat д/чув пищ 7+ Индейк 1.5кг (6);996,34689
;RU PUR Pro Plan Wet Cat 85g;;0
;12384844;PRO PLAN Baby Ktn Mse Chicken 24x85gRU;70,55047313
;12171996;PRO PLAN ADULT 7+ Д/К с тунцом 24x85г;70,552845
;12065833;PRO PLAN ADULT Д/Кош Кур 24x85г;70,552845
"12381814, 
";12066943;PRO PLAN DLCTД/ВзрКЧувКожПищМусИнд24x85г;70,552845
;12171997;PRO PLAN JUNIOR Cat Д/Котят с кур 24x85г;70,552845
;12065874;PRO PLAN LIGHT Д/ВзрКсИзбВесом Инд24x85г;70,552845
12381705;12171995;PRO PLAN STRLS Д/К стер/каст тунц 24x85г;70,552845
;12381707;PRO PLAN д/котят Курица 24x85г банка N1;70,552845
;12381669;PRO PLAN д/взр кош Курица 24x85г банкаN1;70,552845
;RU PUR Pro Plan Wet Cat Alupouch 85g;;0
;12287095;PRO PLAN Cat д/взр CiJ Ягнен 24x85г пауч ;58,86045
;12287208;PRO PLAN Cat д/домашн кош CiJ ИНД 24x85г ;58,86045
;12249431;PRO PLAN DLCT Д/КошЧувПищ Инд 24x85гр RU;58,86045
;12249246;PRO PLAN DTEД/КошЧувПищОкРыб24x85грRU;58,86045
;12249425;PRO PLAN HSCT Д/ДомКош Лос 24x85гр RU;58,86045
;12238547;PRO PLAN JUNIOR Д/КотятИндейка24x85гр RU;58,86045
;12249441;PRO PLAN STRL Д/СтерКош Говяд 24x85гр RU;58,86045
;12249432;PRO PLAN STRL Д/СтерКош Куриц 24x85гр RU;58,86045
;12305655;PRO PLAN DELICATE Cat GiG Lamb 24x85g RU;58,86045
;12305656;PRO PLAN JUNIOR Cat GiG Beef 24x85g RU;58,86045
;12305886;PRO PLAN STERILISED Cat GiG Duck24x85gRU;58,86045
;12305887;PRO PLAN STERILISED Cat GiGOFish24x85gRU;58,86045
;12286804;PRO PLAN Cat д/взр CiJ Инд 24x85г паучRU;58,86045
;12287047;PRO PLAN Cat д/стерилиз CiJ Инд 24x85гRU;58,86045
;12287087;PRO PLAN Cat д/котятCiJ Кур 24x85г пауч;58,86045
;12342497;PRO PLAN д/взр кош 7+ Индей/соус24x85гRU;58,86045
;12342770;PRO PLAN д/взр кош Утка/соус 24x85гRU;58,86045
;12342771;PRO PLAN д/кош Дерма+ Треск/соус24x85гRU;58,86045
;12287097;PRO PLAN Cat д/стерилиз CiJ Океан 24x85г;58,86045
;RU PUR ProPlan Dry Cat 3kg;;0
;12381691;PRO PLAN Cat д/чув пищ 7+ Индейка 4х3кг;1870,956821
;12369003;PRO PLAN Cat д/стерил 7+ Индейка 4x3кгRU;1870,953975
12381679;5120622;PRO PLAN ADULT Д/ВзрКош Лос&Рис 4x3 кг;1676,91942
;5120624;PRO PLAN ADULT Д/ВзрКошек Кур&Рис 4x3 кг;1676,91942
;12370370;PRO PLAN Cat Стерил орг/чув Лосось 4х3кг;1960,90686
;12229467;PRO PLAN DENTAL PLUS д/кош Кур 4х3кг XE;1870,953975
;12381690;PRO PLAN д/кош ЧувПищ Ягненок 4x3кг N1;1870,956821
;5114961;PRO PLAN DLCT Д/К ЧувстКожПищИндРис4х3кг;1870,953975
;12171004;PRO PLAN JUNIOR Cat Д/КотятКурица4x3кг;1783,699335
;12293285;PRO PLAN Cat д/котят чув пищев инд 4x3кг;1783,699335
;12370370;PRO PLAN Cat Стерил орг/чув Лосось 4х3кг;1960,90686
12381680;12171005;PRPN STERILISED Cat Д/СтерК Крол 4x3кг;1870,953975
12369930;12171006;PRPN STERILISED Cat Д/СтерК Инд 4x3кг;1870,953975
12381681;12171007;PRPN STERILISED Cat Д/СтерК Лос 4x3кг;1870,953975
;12370522;PRO PLAN Cat Стерил чув пищ Кур 4х3кг;1960,90686
;RU PUR ProPlan Dry Cat 400g;;0
;12372468;PRO PLAN Cat д/чув пищ 7+ Индейка 8х400г;281,5467806
;12372568;PRO PLAN Cat д/котят чув пищевинд8x400RU;276,24564
;12402132;PRPN Cat д/стерил Инд 10(400г+2х85г)PRRU;281,546496
;12402130;PRO PLAN DTE Индейка 10(400г+2х85r) PRRU;281,546496
;12172034;PRO PLAN ADULT Cat Д/ВзрК Курица8x400г;259,976475
12381667;12172041;PRO PLAN ADULT Cat Д/ВзрК Лосось8x400г;259,976475
;12372567;PRO PLANCat Стерил орг/чув Лосось 8х400г;292,696965
5115218;12171999;PRO PLAN HOUSECAT Д/ДомКош Курица8x400г;281,55105
12335902;12171425;PRO PLAN д/котят Курица 8x400г XG;276,24564
;12372590;PRO PLAN Cat Элегант д\шер.Лосось 8х400г;281,55105
;12372563;PRO PLAN д/кош чув/пищ Ягненок 8х400г RU;281,5467806
12335899;12172031;PRO PLAN д/кош чув/пищ Индейка 8х400гXG;281,55105
;12277772;PRO PLAN д/стеркош стар 7+ инд 8x400г RU;281,55105
12335904, 12381664;12171693;PRO PLAN STRLS Д/КастСтер Кош Лос 8x400г;281,55105
;12372469;PRO PLAN Cat Стерил чув пищ Кур 8х400г;292,696965
;12328108;PRO PLAN д/котят чув пищев Инд10(400g+85г);276,24564
;12274632;PRO PLAN чувст/пищ Инд10(400г+85г) PR;281,55105
12335900;12171695;PRPN STERILISED Cat Д/СтерК Инд8x400г ;281,55105
;12371753;PRO PLAN Cat д/стерилиз Индейка 8x400гRU;281,55105
12335903;12171546;PRPN STERILISED Cat Д/СтерК Кролик8x400г;281,55105
;12229450;PRO PLAN DENTAL PLUS д/кош Кур 8x400гр XE;281,55105
;12372564;PRO PLAN Cat Лайт низ.кал Индейка 8х400г;281,55105
;12372503;PRO PLAN Cat д/взр 7+ Лосось 8x400г XE;281,55105
;RU PUR ProPlan Dry Cat 7.5 - 15kg;;0
аналоги;12369849;PRO PLAN Cat д/чув пищев Индейка 10кг;5067,34965
;12171887;PRO PLAN ADULT Д/ВзКош Курица Рис 10кг;4525,90182
;12369479;PRO PLAN Cat д/котят Куриц 10кг XE;5067,34965
;12172132;PRO PLAN ADULT Д/ВзКош Лосось Рис 10кг;4525,90182
;12236483;PRO PLAN DENTAL PLUS д/кош Куриц 10кг XE;5067,34965
;12370351;PRO PLAN Cat Стерил орг/чув Лосось 10кг;5301,937575
аналоги;12370499;PRO PLAN Cat Стерил чув пищ Кур 10кг;5301,937575
аналоги;12322753;PRO PLAN д/кош ЧувПищ Ягненок 10кгRU;5067,34965
;12171886;PRO PLAN HOUSECAT Д/Взр Домашн Кош 10кг;5067,34965
;12293284;PRO PLAN Cat д/котят чув пищев инд 10кг;5067,34965
аналоги, 12369001;12171891;PRO PLAN STERILISED Д/СтерКасК Инд 10кг;5067,34965
;12171888;PRO PLAN STERILISED Д/СтерКасК Крол 10кг;5067,34965
;12171890;PRO PLAN STERILISED Д/СтерКасК Лос 10кг;5067,34965
12391031;12371196;PRO PLAN Cat Элегант д\шер. Лосось 10кг;5067,34965
12369711;12263189;PRO PLAN д/стерилиз кош 7+ Индейка 10кг ;5067,34965
;RU PUR ProPlan Dry Cat 7kg;;0
;12392559;PRO PLAN Cat д/котят Куриц 7кг RU;3652,068915
;12392645;PRO PLAN Cat д/котят чув пищев Инд 7кгRU;3652,068915
;12392650;PRO PLAN Cat д/чув пищев Индейка 7кг RU;3652,068915
;12392652;PRO PLAN Cat д/взр Курица 7кг RU;3263,772105
;12392617;PRO PLAN Cat д/стерилиз Индейка 7кг RU;3652,068915
;12392618;PRO PLAN Cat д/стерилиз Кролик 7кг RU;3652,068915
;12392619;PRO PLAN Cat д/стерилиз Лосось 7кг RU;3652,068915
;PRO PLAN VETERINARY DIETS;;0
;RU PUR PVD Dry Cat 1.5kg;;0
;12278417;PPVD FELINE DH 4x1kg RU;877,05486
;12274974;PPVD FELINE HP 4x1.5Kg RU;1303,62804
;12274497;PPVD FELINE DM 4x1.5kg RU;1291,662405
;12274530;PPVD FELINE EN 4x1.5kg RU;1279,708155
;12274531;PPVD FELINE HA 4x1.3kg RU;1263,5073
;12274444;PPVD FELINE NF 4x1.5kg RU;1303,62804
;12274499;PPVD FELINE OM 4x1.5kg RU;1303,62804
;12274496;PPVD FELINE UR Chicken 4x1.5kg RU;1123,19856
;12274498;PPVD FELINE UR Ocean Fish 4x1.5kg RU;1123,19856
;RU PUR PVD Dry Cat 325-400g;;0
;12274106;PPVD FELINE NF 6x350g RU;365,196645
;12274256;PPVD FELINE EN 6x400g RU;405,55647
;12274155;PPVD FELINE OM 6x350g RU;365,196645
;12274134;PPVD FELINE HA 6x325g RU;382,661235
;12274109;PPVD FELINE UR Chicken 6x350g RU;335,83473
;12274133;PPVD FELINE UR Ocean Fish 6x350g RU;335,83473
;RU PUR PVD FORTIFLORA 30g;;0
;12274698;PPVD д/кош кормДобавка 30x1г;1293,06276
;12274760;PPVD д/соб кормДобавка 30x1г;1293,06276
;RU PUR PVD Wet Cat 195g;;0
;12275696;PPVD FELINE DM Mousse 24x195g RU;135,13995
12381646;12275863;PPVD FELINE EN Mousse 24x195g RU;135,13995
12381647;12275867;PPVD FELINE NF Mousse 24x195g RU;135,13995
;12274133;PPVD д/кош конс CN при выздоров. 24x195г;335,83473
12381644;12275710;PPVD FELINE UR Mousse Turkey 24x195g RU;135,13995
;RU PUR PVD Wet Cat Vet 85g;;0
;12381671;PPVD FELINE UR CiG Salmon 4(10x85g) RU;67,0178025
12381676;12331739;PPVD д/к пауч EN п/нар.пищ.Лос 4(10x85г);67,0178025
;12381672;PPVD FELINE DM CiG Beef 4(10x85g) RU;67,0178025
12381675;12331738;PPVD д/к пауч EN п/нар.пищ.Кур 4(10x85г);67,0178025
;12278222;PPVD д/к пауч DM при диабете.кур 10x85г;67,0178025
;12308816;PPVD д/к паучURп/заб.моч.сисЛос 10x85г;67,0178025
;12308818;PPVD д/к паучURп/заб.моч.сисКур 10x85г;67,0178025
;12308817;PPVD д/к пауч DM при диабетеГов 10x85г;67,0178025
12381674;12308819;PPVD д/к пауч OM при диабетеКур 10x85г;67,0178025
;12278375;PPVD д/к пауч NF при заб.поч.кур 10x85г;67,0178025
;12278452;PPVD д/к пауч NF при заб.поч.лос 10x85г;67,0178025
;12381673;PPVD FELINE UR CiG Chicken 85г (4*10) RU;67,0178025
;DOG CHOW;;0
;RU PUR Dog Chow 14kg;;0
;12364513;DOG CHOW Д/взр/соб Ягненок 14кг N3 RU;2633,14557
;12364496;DOG CHOW SENSITIVE Salmon 14kg N2 RU;2906,95482
;12308571;DOG CHOW Д/взр/соб Курица 14kg N1 RU;2633,14557
;12364488;DOG CHOW ACTIVE Chicken 14kg N2 RU;2906,95482
;12308568;DOG CHOW Д/ВзрСоб Круп/Пор Инд 14kgN1RU;2906,95482
;12364493;DOG CHOW д/взр/соб/5 лет Ягн 14кг N3 RU;2633,14557
12364494;12308574;DOG CHOW Д/Щен Курица 14kg N1 RU;2906,95482
;12308575;DOG CHOW Д/щен Ягненок 14kg N2 RU;2906,95482
;12308569;DOG CHOW д/взр/соб от 5 лет Кур 14kg N1;2633,14557
;12308573;DOG CHOW Д/щен крупн/пор Инд 14kgN1RU;2906,95482
;12308565, 12364491;DOG CHOW д/стар/соб/9лет Ягненок 14kg N2 RU RU;2906,95482
;RU PUR Dog Chow 2.5kg;;0
;12260305;DOG CHOW д/щен до года Ягненок5x2.5кг RU;539,894916
;12364515;DOG CHOW д/щен до года Ягн 4x2.5кг N2 RU;667,5110888
;12233246;DOG CHOW д/щенков до годаКурица5x2.5кгRU;539,894916
;12233241;DOG CHOW д/взр/соб от 5 лет Ягн4х2.5кгRU;457,54038
;12364519;DOG CHOW д/взр/соб Ягн 4x2.5кг N2 RU;605,3091413
;12260276;DOG CHOW д/взр/соб от 5 лет Ягн5х2.5кгRU;489,57777
;12260324;DOG CHOW д/взр/соб от года Ягн 5x2.5кгRU;489,57777
;12233244;DOG CHOW д/соб от годаКурица5x2.5кг RU;489,57777
;12308786;DOG CHOW ADULT Chicken 4x2.5kg RU;605,306295
;12308765;DOG CHOW д/взр соб мелк/пор Кур4x2.5kgRU;696,10167
;12308782;DOG CHOW SENIOR Lamb 4x2.5kg N1 RU;667,513935
;12364511;DOG CHOW SENSITIVE Salmon 4x2.5kg N2 RU;667,513935
12364518;12308767;DOG CHOW ADULT LARGE BREED Trky4x2.5kgRU;667,513935
;12308783;DOG CHOW ADULT Lamb 4x2.5kg N1 RU;605,306295
;12308785;DOG CHOW PUPPY Chicken 4x2.5kg RU;667,513935
;12308764;DOG CHOW д/щен мелк/пор Кур 4x2.5kgRU;696,10167
12364515;12308784;DOG CHOW PUPPY Lamb 4x2.5kg N1 RU;667,513935
;12308766;DOG CHOW PUPPY LARGE BREED Trky4x2.5kgRU;667,513935
;RU PUR Dog Chow 800g;;0
;12275127;DOG CHOW д/взр соб мелк/пор Кур 8x800gRU;234,997785
;12276249;DOG CHOW Д/ взрос собак ягненок 800г (8);204,33798
12379168;12276280;DOG CHOW PUPPY Д/Щенков Ягненок 800гр (8);234,997785
12365139;12277773;DOG CHOW д/чувст собак лосось 8х800г RU;234,997785
;12365138;DOG CHOW д/щен мелк/пор Кур 8x800gN1RU;234,997785
;PRO PLAN;;0
;RU PUR Pro Plan Dry Dog 12 - 16.5 kg;;0
;12399415;PPD СрВзрП ЧувПищ Инд GrainFr 12кг;3976,18848
;12375525;PRO PLAN DOG Взр/ВсехП Лайт Кур 14кг XE;4246,1496
;12366945;PRO PLAN DOG Взр/КрПАтлет ЧувПищ Ягн 14к;4246,1496
;12366979;PRO PLAN DOG Взр/КрПАтлет Курица 14кг;4011,1632
;12294770;PRO PLAN DOG Взр/КрПАтл ЧувКож Лос14кг ХЕ;4246,1496
;12294793;PRO PLAN DOG Взр/КрМощТел ЧувКож Лос14кг;4246,1496
;12366972;PRO PLAN DOG Взр/СрП ЧувПищ Ягн 14кг;4246,1496
;12272431;PRPN д/щен кр пор мощ тел кур&ри 12кгXE ;3934,656
;12272436;PRO PLAN д/вз кр пор мощ тел кур 14кгXE;4011,1632
